score	frequency	target
-880027	1	mPonPyg2
-880017	1	mPonPyg2
-879958	1	mPonPyg2
-879941	1	mPonPyg2
-879712	1	mPonPyg2
-879695	1	mPonPyg2
-879643	1	mPonPyg2
-879428	1	mPonPyg2
-879047	1	mPonPyg2
-878939	1	mPonPyg2
-878307	1	mPonPyg2
-877876	1	mPonPyg2
-877734	1	mPonPyg2
-877674	1	mPonPyg2
-877641	1	mPonPyg2
-877294	1	mPonPyg2
-876999	1	mPonPyg2
-876976	1	mPonPyg2
-876514	1	mPonPyg2
-876143	1	mPonPyg2
-876080	1	mPonPyg2
-875969	1	mPonPyg2
-875514	1	mPonPyg2
-875395	1	mPonPyg2
-875325	1	mPonPyg2
-874580	1	mPonPyg2
-874566	1	mPonPyg2
-874457	1	mPonPyg2
-874341	1	mPonPyg2
-874151	1	mPonPyg2
-873665	1	mPonPyg2
-873602	1	mPonPyg2
-873589	1	mPonPyg2
-873578	1	mPonPyg2
-873414	1	mPonPyg2
-873234	1	mPonPyg2
-873182	1	mPonPyg2
-873075	1	mPonPyg2
-872904	1	mPonPyg2
-872736	1	mPonPyg2
-872483	1	mPonPyg2
-872390	1	mPonPyg2
-872152	1	mPonPyg2
-871856	1	mPonPyg2
-871520	1	mPonPyg2
-871457	1	mPonPyg2
-871304	1	mPonPyg2
-871289	1	mPonPyg2
-870976	1	mPonPyg2
-870904	1	mPonPyg2
-870833	1	mPonPyg2
-870681	1	mPonPyg2
-870675	1	mPonPyg2
-870639	1	mPonPyg2
-870252	1	mPonPyg2
-869820	1	mPonPyg2
-868786	1	mPonPyg2
-868416	1	mPonPyg2
-868363	1	mPonPyg2
-868356	1	mPonPyg2
-868296	1	mPonPyg2
-868207	1	mPonPyg2
-868128	1	mPonPyg2
-868026	1	mPonPyg2
-868024	1	mPonPyg2
-867780	1	mPonPyg2
-867706	1	mPonPyg2
-867663	1	mPonPyg2
-867494	1	mPonPyg2
-867474	1	mPonPyg2
-867317	1	mPonPyg2
-867069	1	mPonPyg2
-866926	1	mPonPyg2
-866874	1	mPonPyg2
-866569	1	mPonPyg2
-866505	1	mPonPyg2
-865835	1	mPonPyg2
-865777	1	mPonPyg2
-865529	1	mPonPyg2
-865221	1	mPonPyg2
-864944	1	mPonPyg2
-864722	1	mPonPyg2
-864641	1	mPonPyg2
-864238	1	mPonPyg2
-864090	1	mPonPyg2
-863968	1	mPonPyg2
-863865	1	mPonPyg2
-863852	1	mPonPyg2
-863767	1	mPonPyg2
-863764	1	mPonPyg2
-862624	2	mPonPyg2
-862487	1	mPonPyg2
-862470	1	mPonPyg2
-862434	1	mPonPyg2
-862131	1	mPonPyg2
-861961	1	mPonPyg2
-861795	1	mPonPyg2
-861505	1	mPonPyg2
-861334	1	mPonPyg2
-861330	1	mPonPyg2
-860937	1	mPonPyg2
-860811	1	mPonPyg2
-860392	1	mPonPyg2
-860363	1	mPonPyg2
-860343	1	mPonPyg2
-860257	1	mPonPyg2
-860145	1	mPonPyg2
-860034	1	mPonPyg2
-859939	1	mPonPyg2
-859767	1	mPonPyg2
-858880	1	mPonPyg2
-858552	1	mPonPyg2
-858153	1	mPonPyg2
-858053	1	mPonPyg2
-857872	1	mPonPyg2
-857858	1	mPonPyg2
-857849	1	mPonPyg2
-857658	1	mPonPyg2
-857157	1	mPonPyg2
-856824	1	mPonPyg2
-856752	1	mPonPyg2
-855857	1	mPonPyg2
-855312	1	mPonPyg2
-855293	1	mPonPyg2
-855122	1	mPonPyg2
-855079	1	mPonPyg2
-855075	1	mPonPyg2
-855032	1	mPonPyg2
-855010	1	mPonPyg2
-854989	1	mPonPyg2
-854945	1	mPonPyg2
-854933	1	mPonPyg2
-854408	1	mPonPyg2
-854215	1	mPonPyg2
-853273	1	mPonPyg2
-853226	1	mPonPyg2
-853013	1	mPonPyg2
-852851	1	mPonPyg2
-852819	1	mPonPyg2
-852509	1	mPonPyg2
-852215	1	mPonPyg2
-851986	1	mPonPyg2
-851568	1	mPonPyg2
-851481	1	mPonPyg2
-851323	1	mPonPyg2
-851266	1	mPonPyg2
-850978	1	mPonPyg2
-850946	1	mPonPyg2
-850859	1	mPonPyg2
-850735	1	mPonPyg2
-850681	1	mPonPyg2
-850655	1	mPonPyg2
-850253	1	mPonPyg2
-849875	1	mPonPyg2
-849769	1	mPonPyg2
-849678	1	mPonPyg2
-849501	1	mPonPyg2
-849174	1	mPonPyg2
-849038	1	mPonPyg2
-848683	1	mPonPyg2
-848509	1	mPonPyg2
-848472	1	mPonPyg2
-848327	1	mPonPyg2
-848304	1	mPonPyg2
-847934	1	mPonPyg2
-847646	1	mPonPyg2
-847613	1	mPonPyg2
-847522	1	mPonPyg2
-847101	1	mPonPyg2
-846967	1	mPonPyg2
-846791	1	mPonPyg2
-846272	1	mPonPyg2
-845398	1	mPonPyg2
-845338	1	mPonPyg2
-845270	1	mPonPyg2
-845257	1	mPonPyg2
-844817	1	mPonPyg2
-844781	1	mPonPyg2
-844564	1	mPonPyg2
-844373	1	mPonPyg2
-844197	1	mPonPyg2
-844188	1	mPonPyg2
-843991	1	mPonPyg2
-843949	1	mPonPyg2
-843813	1	mPonPyg2
-843693	1	mPonPyg2
-843536	1	mPonPyg2
-843118	1	mPonPyg2
-842917	1	mPonPyg2
-842860	1	mPonPyg2
-842850	1	mPonPyg2
-842800	1	mPonPyg2
-842543	1	mPonPyg2
-842464	1	mPonPyg2
-842462	1	mPonPyg2
-842132	1	mPonPyg2
-841757	1	mPonPyg2
-841542	1	mPonPyg2
-841195	1	mPonPyg2
-841148	1	mPonPyg2
-841034	1	mPonPyg2
-840978	1	mPonPyg2
-840855	1	mPonPyg2
-840616	1	mPonPyg2
-840513	1	mPonPyg2
-840302	1	mPonPyg2
-840075	1	mPonPyg2
-839984	1	mPonPyg2
-839967	1	mPonPyg2
-839334	1	mPonPyg2
-839272	1	mPonPyg2
-839260	1	mPonPyg2
-838993	1	mPonPyg2
-838925	1	mPonPyg2
-838903	1	mPonPyg2
-838824	1	mPonPyg2
-838815	1	mPonPyg2
-838787	1	mPonPyg2
-838668	1	mPonPyg2
-838623	1	mPonPyg2
-838559	1	mPonPyg2
-838279	1	mPonPyg2
-837815	1	mPonPyg2
-837315	1	mPonPyg2
-837155	1	mPonPyg2
-836891	1	mPonPyg2
-836788	1	mPonPyg2
-836766	1	mPonPyg2
-836644	1	mPonPyg2
-836634	1	mPonPyg2
-836595	1	mPonPyg2
-836522	1	mPonPyg2
-836334	1	mPonPyg2
-836286	1	mPonPyg2
-836257	1	mPonPyg2
-836153	1	mPonPyg2
-836064	1	mPonPyg2
-835895	1	mPonPyg2
-835792	1	mPonPyg2
-835735	1	mPonPyg2
-835653	1	mPonPyg2
-835507	1	mPonPyg2
-835412	1	mPonPyg2
-834855	1	mPonPyg2
-834768	1	mPonPyg2
-834392	1	mPonPyg2
-834152	1	mPonPyg2
-834049	1	mPonPyg2
-834028	1	mPonPyg2
-833936	1	mPonPyg2
-833834	1	mPonPyg2
-833769	1	mPonPyg2
-833649	1	mPonPyg2
-833608	1	mPonPyg2
-833256	1	mPonPyg2
-833241	1	mPonPyg2
-833169	1	mPonPyg2
-833155	1	mPonPyg2
-833031	1	mPonPyg2
-833030	1	mPonPyg2
-832949	1	mPonPyg2
-832771	1	mPonPyg2
-832678	1	mPonPyg2
-832636	1	mPonPyg2
-832484	1	mPonPyg2
-832390	1	mPonPyg2
-832339	1	mPonPyg2
-832306	1	mPonPyg2
-832276	1	mPonPyg2
-832005	1	mPonPyg2
-831922	1	mPonPyg2
-831533	1	mPonPyg2
-831462	1	mPonPyg2
-831201	1	mPonPyg2
-831186	1	mPonPyg2
-831131	1	mPonPyg2
-831104	1	mPonPyg2
-830951	1	mPonPyg2
-830823	1	mPonPyg2
-830806	1	mPonPyg2
-830494	1	mPonPyg2
-830452	1	mPonPyg2
-830398	1	mPonPyg2
-830389	1	mPonPyg2
-830383	1	mPonPyg2
-830189	1	mPonPyg2
-830115	1	mPonPyg2
-829848	1	mPonPyg2
-829779	1	mPonPyg2
-829435	1	mPonPyg2
-829419	1	mPonPyg2
-829344	1	mPonPyg2
-829259	1	mPonPyg2
-829063	1	mPonPyg2
-828617	1	mPonPyg2
-828551	1	mPonPyg2
-828238	1	mPonPyg2
-828127	1	mPonPyg2
-828059	1	mPonPyg2
-828029	1	mPonPyg2
-827963	1	mPonPyg2
-827886	1	mPonPyg2
-827879	1	mPonPyg2
-827637	1	mPonPyg2
-827519	1	mPonPyg2
-827347	1	mPonPyg2
-827244	1	mPonPyg2
-826808	1	mPonPyg2
-826805	1	mPonPyg2
-826773	1	mPonPyg2
-826561	1	mPonPyg2
-826472	1	mPonPyg2
-826433	1	mPonPyg2
-826405	1	mPonPyg2
-826121	1	mPonPyg2
-825924	1	mPonPyg2
-825665	1	mPonPyg2
-825370	1	mPonPyg2
-825209	1	mPonPyg2
-825131	1	mPonPyg2
-825021	1	mPonPyg2
-824849	1	mPonPyg2
-824806	1	mPonPyg2
-824801	1	mPonPyg2
-824563	1	mPonPyg2
-824346	1	mPonPyg2
-824282	1	mPonPyg2
-824277	1	mPonPyg2
-824247	1	mPonPyg2
-824051	1	mPonPyg2
-823789	1	mPonPyg2
-823761	1	mPonPyg2
-823676	1	mPonPyg2
-823665	1	mPonPyg2
-823609	1	mPonPyg2
-823519	1	mPonPyg2
-823431	1	mPonPyg2
-823313	1	mPonPyg2
-823260	1	mPonPyg2
-823257	1	mPonPyg2
-823254	1	mPonPyg2
-823237	1	mPonPyg2
-823231	1	mPonPyg2
-823140	1	mPonPyg2
-823053	1	mPonPyg2
-822901	1	mPonPyg2
-822856	1	mPonPyg2
-822688	1	mPonPyg2
-822682	1	mPonPyg2
-822347	1	mPonPyg2
-822324	1	mPonPyg2
-822216	1	mPonPyg2
-822061	1	mPonPyg2
-822023	1	mPonPyg2
-821702	1	mPonPyg2
-821478	1	mPonPyg2
-821258	1	mPonPyg2
-821159	1	mPonPyg2
-821150	1	mPonPyg2
-821010	1	mPonPyg2
-820679	1	mPonPyg2
-820602	1	mPonPyg2
-820280	1	mPonPyg2
-820224	1	mPonPyg2
-820017	1	mPonPyg2
-819847	1	mPonPyg2
-819841	1	mPonPyg2
-819301	1	mPonPyg2
-819256	1	mPonPyg2
-819124	1	mPonPyg2
-819107	1	mPonPyg2
-819078	1	mPonPyg2
-818920	1	mPonPyg2
-818887	1	mPonPyg2
-818410	1	mPonPyg2
-817480	1	mPonPyg2
-817427	1	mPonPyg2
-817398	1	mPonPyg2
-817298	1	mPonPyg2
-817161	1	mPonPyg2
-816848	1	mPonPyg2
-816553	1	mPonPyg2
-816528	1	mPonPyg2
-816479	1	mPonPyg2
-816455	1	mPonPyg2
-816373	1	mPonPyg2
-816268	1	mPonPyg2
-816242	1	mPonPyg2
-815987	1	mPonPyg2
-815862	2	mPonPyg2
-815519	1	mPonPyg2
-815439	1	mPonPyg2
-815219	1	mPonPyg2
-815179	1	mPonPyg2
-815151	1	mPonPyg2
-815007	1	mPonPyg2
-814899	1	mPonPyg2
-814856	1	mPonPyg2
-814307	1	mPonPyg2
-814259	1	mPonPyg2
-814132	1	mPonPyg2
-814101	1	mPonPyg2
-814067	1	mPonPyg2
-813850	1	mPonPyg2
-813628	1	mPonPyg2
-813344	1	mPonPyg2
-813296	1	mPonPyg2
-813253	1	mPonPyg2
-813197	1	mPonPyg2
-813131	1	mPonPyg2
-813094	1	mPonPyg2
-813052	1	mPonPyg2
-812720	1	mPonPyg2
-812479	1	mPonPyg2
-812465	1	mPonPyg2
-812348	1	mPonPyg2
-812210	1	mPonPyg2
-812192	1	mPonPyg2
-812099	1	mPonPyg2
-811982	1	mPonPyg2
-811850	1	mPonPyg2
-811843	1	mPonPyg2
-811700	1	mPonPyg2
-811693	1	mPonPyg2
-811683	1	mPonPyg2
-811629	1	mPonPyg2
-811622	1	mPonPyg2
-811450	1	mPonPyg2
-811264	1	mPonPyg2
-811245	1	mPonPyg2
-811172	1	mPonPyg2
-811164	1	mPonPyg2
-811004	1	mPonPyg2
-810844	1	mPonPyg2
-810633	1	mPonPyg2
-810369	1	mPonPyg2
-810337	1	mPonPyg2
-810212	1	mPonPyg2
-810022	1	mPonPyg2
-809677	1	mPonPyg2
-809635	1	mPonPyg2
-809435	1	mPonPyg2
-809419	1	mPonPyg2
-809372	1	mPonPyg2
-809353	1	mPonPyg2
-809210	1	mPonPyg2
-809137	1	mPonPyg2
-809094	1	mPonPyg2
-808992	1	mPonPyg2
-808991	1	mPonPyg2
-808942	1	mPonPyg2
-808929	1	mPonPyg2
-808928	1	mPonPyg2
-808882	1	mPonPyg2
-808584	1	mPonPyg2
-808484	1	mPonPyg2
-808364	1	mPonPyg2
-808304	1	mPonPyg2
-808164	1	mPonPyg2
-808099	1	mPonPyg2
-807935	1	mPonPyg2
-807900	1	mPonPyg2
-807847	1	mPonPyg2
-807731	1	mPonPyg2
-807612	1	mPonPyg2
-807456	1	mPonPyg2
-807440	1	mPonPyg2
-807192	1	mPonPyg2
-807057	1	mPonPyg2
-807048	1	mPonPyg2
-806883	1	mPonPyg2
-806752	1	mPonPyg2
-806587	1	mPonPyg2
-806480	1	mPonPyg2
-806461	1	mPonPyg2
-806335	1	mPonPyg2
-806327	1	mPonPyg2
-806270	1	mPonPyg2
-806152	1	mPonPyg2
-806150	1	mPonPyg2
-805607	1	mPonPyg2
-805526	1	mPonPyg2
-805313	1	mPonPyg2
-805214	1	mPonPyg2
-805146	1	mPonPyg2
-804550	1	mPonPyg2
-804539	1	mPonPyg2
-804421	1	mPonPyg2
-804408	1	mPonPyg2
-804213	1	mPonPyg2
-804011	1	mPonPyg2
-803999	1	mPonPyg2
-803964	1	mPonPyg2
-803823	1	mPonPyg2
-803682	1	mPonPyg2
-803479	1	mPonPyg2
-803461	1	mPonPyg2
-803341	1	mPonPyg2
-803312	1	mPonPyg2
-803203	1	mPonPyg2
-802940	1	mPonPyg2
-802857	1	mPonPyg2
-802827	1	mPonPyg2
-802784	1	mPonPyg2
-802743	1	mPonPyg2
-802661	1	mPonPyg2
-802648	1	mPonPyg2
-802623	1	mPonPyg2
-802517	1	mPonPyg2
-802439	1	mPonPyg2
-802282	1	mPonPyg2
-802233	1	mPonPyg2
-802063	1	mPonPyg2
-801927	1	mPonPyg2
-801759	1	mPonPyg2
-801714	1	mPonPyg2
-801534	1	mPonPyg2
-801519	1	mPonPyg2
-801507	1	mPonPyg2
-801162	1	mPonPyg2
-801140	1	mPonPyg2
-801062	1	mPonPyg2
-800658	1	mPonPyg2
-800657	1	mPonPyg2
-800591	1	mPonPyg2
-800549	1	mPonPyg2
-800505	1	mPonPyg2
-800438	1	mPonPyg2
-800292	1	mPonPyg2
-800068	1	mPonPyg2
-800020	1	mPonPyg2
-799991	1	mPonPyg2
-799944	1	mPonPyg2
-799830	1	mPonPyg2
-799702	1	mPonPyg2
-799330	1	mPonPyg2
-799250	1	mPonPyg2
-799216	1	mPonPyg2
-798966	1	mPonPyg2
-798776	1	mPonPyg2
-798385	1	mPonPyg2
-798180	1	mPonPyg2
-797885	1	mPonPyg2
-797839	1	mPonPyg2
-797818	1	mPonPyg2
-797562	1	mPonPyg2
-797333	1	mPonPyg2
-797150	1	mPonPyg2
-796982	1	mPonPyg2
-796885	1	mPonPyg2
-796876	1	mPonPyg2
-796633	1	mPonPyg2
-796625	1	mPonPyg2
-796552	1	mPonPyg2
-796405	1	mPonPyg2
-796382	1	mPonPyg2
-796283	1	mPonPyg2
-795988	1	mPonPyg2
-795876	1	mPonPyg2
-795751	1	mPonPyg2
-795097	1	mPonPyg2
-795008	1	mPonPyg2
-794943	1	mPonPyg2
-794830	1	mPonPyg2
-794454	1	mPonPyg2
-794389	1	mPonPyg2
-794117	1	mPonPyg2
-793978	1	mPonPyg2
-793001	1	mPonPyg2
-792518	1	mPonPyg2
-792310	1	mPonPyg2
-792018	1	mPonPyg2
-791988	1	mPonPyg2
-791934	1	mPonPyg2
-791790	1	mPonPyg2
-791768	1	mPonPyg2
-791412	1	mPonPyg2
-791040	1	mPonPyg2
-790860	1	mPonPyg2
-790575	1	mPonPyg2
-790253	1	mPonPyg2
-789789	1	mPonPyg2
-789788	1	mPonPyg2
-789759	1	mPonPyg2
-789429	1	mPonPyg2
-789372	1	mPonPyg2
-788580	1	mPonPyg2
-788509	1	mPonPyg2
-788445	1	mPonPyg2
-788401	1	mPonPyg2
-788365	1	mPonPyg2
-788283	1	mPonPyg2
-788214	1	mPonPyg2
-788101	1	mPonPyg2
-788096	1	mPonPyg2
-787979	1	mPonPyg2
-787855	1	mPonPyg2
-787756	1	mPonPyg2
-787335	1	mPonPyg2
-786906	1	mPonPyg2
-786731	1	mPonPyg2
-786118	1	mPonPyg2
-785574	1	mPonPyg2
-785116	1	mPonPyg2
-785092	1	mPonPyg2
-784953	1	mPonPyg2
-784711	1	mPonPyg2
-784172	1	mPonPyg2
-784141	1	mPonPyg2
-783791	1	mPonPyg2
-783530	1	mPonPyg2
-783416	1	mPonPyg2
-783349	1	mPonPyg2
-783022	1	mPonPyg2
-782847	1	mPonPyg2
-782723	1	mPonPyg2
-782675	1	mPonPyg2
-782586	1	mPonPyg2
-782467	1	mPonPyg2
-782459	1	mPonPyg2
-782390	1	mPonPyg2
-782071	1	mPonPyg2
-781291	1	mPonPyg2
-781101	1	mPonPyg2
-780999	1	mPonPyg2
-780650	1	mPonPyg2
-780319	1	mPonPyg2
-780231	1	mPonPyg2
-779485	1	mPonPyg2
-779427	1	mPonPyg2
-779206	1	mPonPyg2
-778726	1	mPonPyg2
-778608	1	mPonPyg2
-778275	1	mPonPyg2
-777782	1	mPonPyg2
-777395	1	mPonPyg2
-776942	1	mPonPyg2
-776876	1	mPonPyg2
-776059	1	mPonPyg2
-775175	1	mPonPyg2
-774627	1	mPonPyg2
-774446	1	mPonPyg2
-774409	1	mPonPyg2
-774375	1	mPonPyg2
-774161	1	mPonPyg2
-774095	1	mPonPyg2
-773904	1	mPonPyg2
-773847	1	mPonPyg2
-773840	1	mPonPyg2
-773753	1	mPonPyg2
-773520	1	mPonPyg2
-773397	1	mPonPyg2
-772988	1	mPonPyg2
-772879	1	mPonPyg2
-772774	1	mPonPyg2
-772720	1	mPonPyg2
-772351	1	mPonPyg2
-772179	1	mPonPyg2
-772061	1	mPonPyg2
-772026	1	mPonPyg2
-771926	1	mPonPyg2
-771862	1	mPonPyg2
-771820	1	mPonPyg2
-771408	1	mPonPyg2
-771351	1	mPonPyg2
-771004	1	mPonPyg2
-770756	1	mPonPyg2
-770562	1	mPonPyg2
-770491	1	mPonPyg2
-770410	1	mPonPyg2
-770253	1	mPonPyg2
-769907	1	mPonPyg2
-769766	1	mPonPyg2
-769688	1	mPonPyg2
-769602	1	mPonPyg2
-769598	1	mPonPyg2
-769248	1	mPonPyg2
-769061	1	mPonPyg2
-768987	1	mPonPyg2
-768933	1	mPonPyg2
-768804	1	mPonPyg2
-768694	1	mPonPyg2
-768686	1	mPonPyg2
-768523	1	mPonPyg2
-768489	1	mPonPyg2
-768308	1	mPonPyg2
-768205	1	mPonPyg2
-768169	1	mPonPyg2
-767876	1	mPonPyg2
-767832	1	mPonPyg2
-767676	1	mPonPyg2
-767392	1	mPonPyg2
-767348	1	mPonPyg2
-767154	1	mPonPyg2
-767072	1	mPonPyg2
-766539	1	mPonPyg2
-766511	1	mPonPyg2
-766488	1	mPonPyg2
-766315	1	mPonPyg2
-766280	1	mPonPyg2
-766195	1	mPonPyg2
-766172	1	mPonPyg2
-766101	1	mPonPyg2
-766004	1	mPonPyg2
-765871	1	mPonPyg2
-765815	1	mPonPyg2
-765797	1	mPonPyg2
-765586	1	mPonPyg2
-765312	1	mPonPyg2
-765125	1	mPonPyg2
-765061	1	mPonPyg2
-764735	1	mPonPyg2
-764669	1	mPonPyg2
-764232	1	mPonPyg2
-764113	1	mPonPyg2
-764056	1	mPonPyg2
-763886	1	mPonPyg2
-763626	1	mPonPyg2
-763623	1	mPonPyg2
-763475	1	mPonPyg2
-763335	1	mPonPyg2
-762637	1	mPonPyg2
-762514	1	mPonPyg2
-762440	1	mPonPyg2
-762410	1	mPonPyg2
-762312	1	mPonPyg2
-762258	1	mPonPyg2
-762156	1	mPonPyg2
-762012	1	mPonPyg2
-761883	1	mPonPyg2
-761780	1	mPonPyg2
-761675	1	mPonPyg2
-761637	1	mPonPyg2
-761210	1	mPonPyg2
-760969	1	mPonPyg2
-760741	1	mPonPyg2
-760507	1	mPonPyg2
-760462	1	mPonPyg2
-760312	1	mPonPyg2
-760259	1	mPonPyg2
-760167	1	mPonPyg2
-759532	1	mPonPyg2
-759476	1	mPonPyg2
-759389	1	mPonPyg2
-759324	1	mPonPyg2
-759293	1	mPonPyg2
-759247	1	mPonPyg2
-759218	1	mPonPyg2
-759166	1	mPonPyg2
-759142	1	mPonPyg2
-758917	1	mPonPyg2
-758906	1	mPonPyg2
-758817	1	mPonPyg2
-758735	1	mPonPyg2
-758657	1	mPonPyg2
-758387	1	mPonPyg2
-758149	1	mPonPyg2
-757935	1	mPonPyg2
-757895	1	mPonPyg2
-757811	1	mPonPyg2
-757775	1	mPonPyg2
-757410	1	mPonPyg2
-756997	1	mPonPyg2
-756847	1	mPonPyg2
-756510	1	mPonPyg2
-756467	1	mPonPyg2
-756457	1	mPonPyg2
-756313	1	mPonPyg2
-756247	1	mPonPyg2
-756184	1	mPonPyg2
-756114	1	mPonPyg2
-756073	1	mPonPyg2
-756067	1	mPonPyg2
-755702	1	mPonPyg2
-755623	1	mPonPyg2
-755618	1	mPonPyg2
-755595	1	mPonPyg2
-755283	1	mPonPyg2
-755264	1	mPonPyg2
-755225	1	mPonPyg2
-755072	1	mPonPyg2
-754986	1	mPonPyg2
-754977	1	mPonPyg2
-754716	1	mPonPyg2
-754661	1	mPonPyg2
-754405	1	mPonPyg2
-754314	1	mPonPyg2
-753945	1	mPonPyg2
-753746	1	mPonPyg2
-753319	1	mPonPyg2
-753142	1	mPonPyg2
-753104	1	mPonPyg2
-752858	1	mPonPyg2
-752568	1	mPonPyg2
-752061	1	mPonPyg2
-752045	1	mPonPyg2
-752012	1	mPonPyg2
-751472	1	mPonPyg2
-751173	1	mPonPyg2
-750981	1	mPonPyg2
-750922	1	mPonPyg2
-750712	1	mPonPyg2
-750640	1	mPonPyg2
-750529	1	mPonPyg2
-750447	1	mPonPyg2
-750045	1	mPonPyg2
-749852	1	mPonPyg2
-749772	1	mPonPyg2
-749560	1	mPonPyg2
-749442	1	mPonPyg2
-749285	1	mPonPyg2
-749211	1	mPonPyg2
-749042	1	mPonPyg2
-748994	1	mPonPyg2
-748541	1	mPonPyg2
-748316	1	mPonPyg2
-748129	1	mPonPyg2
-747708	1	mPonPyg2
-747606	1	mPonPyg2
-747478	1	mPonPyg2
-747271	1	mPonPyg2
-746776	1	mPonPyg2
-746476	1	mPonPyg2
-746068	1	mPonPyg2
-745991	1	mPonPyg2
-745919	1	mPonPyg2
-745626	1	mPonPyg2
-745614	1	mPonPyg2
-745468	1	mPonPyg2
-744859	1	mPonPyg2
-744664	1	mPonPyg2
-744584	1	mPonPyg2
-744526	1	mPonPyg2
-744519	1	mPonPyg2
-744449	1	mPonPyg2
-744057	1	mPonPyg2
-744035	1	mPonPyg2
-744007	1	mPonPyg2
-743825	1	mPonPyg2
-743452	1	mPonPyg2
-743165	1	mPonPyg2
-743096	1	mPonPyg2
-742934	1	mPonPyg2
-742765	1	mPonPyg2
-742699	1	mPonPyg2
-742436	1	mPonPyg2
-742389	1	mPonPyg2
-741957	1	mPonPyg2
-741824	1	mPonPyg2
-741801	1	mPonPyg2
-741394	1	mPonPyg2
-741204	1	mPonPyg2
-741119	1	mPonPyg2
-741110	1	mPonPyg2
-741096	1	mPonPyg2
-741047	1	mPonPyg2
-740868	1	mPonPyg2
-740865	1	mPonPyg2
-740795	1	mPonPyg2
-740540	1	mPonPyg2
-740497	1	mPonPyg2
-740441	1	mPonPyg2
-740212	1	mPonPyg2
-740114	1	mPonPyg2
-740052	1	mPonPyg2
-739957	1	mPonPyg2
-739876	1	mPonPyg2
-739870	1	mPonPyg2
-739586	1	mPonPyg2
-739573	1	mPonPyg2
-739469	1	mPonPyg2
-739390	1	mPonPyg2
-739249	1	mPonPyg2
-739172	1	mPonPyg2
-739002	1	mPonPyg2
-738834	1	mPonPyg2
-738740	1	mPonPyg2
-738693	1	mPonPyg2
-738684	1	mPonPyg2
-738614	1	mPonPyg2
-738443	1	mPonPyg2
-738389	1	mPonPyg2
-738222	1	mPonPyg2
-738075	1	mPonPyg2
-737625	1	mPonPyg2
-737592	1	mPonPyg2
-737535	1	mPonPyg2
-737315	1	mPonPyg2
-737273	1	mPonPyg2
-737123	1	mPonPyg2
-736939	1	mPonPyg2
-736911	1	mPonPyg2
-736885	1	mPonPyg2
-736769	1	mPonPyg2
-736591	1	mPonPyg2
-736488	1	mPonPyg2
-736461	1	mPonPyg2
-736389	1	mPonPyg2
-736270	1	mPonPyg2
-736268	1	mPonPyg2
-736262	1	mPonPyg2
-736185	1	mPonPyg2
-736112	1	mPonPyg2
-735937	1	mPonPyg2
-735791	1	mPonPyg2
-735690	1	mPonPyg2
-735629	1	mPonPyg2
-735529	1	mPonPyg2
-735346	1	mPonPyg2
-735326	1	mPonPyg2
-735177	1	mPonPyg2
-734659	1	mPonPyg2
-734568	1	mPonPyg2
-734463	1	mPonPyg2
-734377	1	mPonPyg2
-733798	1	mPonPyg2
-733788	1	mPonPyg2
-733747	1	mPonPyg2
-733668	1	mPonPyg2
-733432	1	mPonPyg2
-733411	1	mPonPyg2
-733292	1	mPonPyg2
-733180	1	mPonPyg2
-732902	1	mPonPyg2
-732874	1	mPonPyg2
-732864	1	mPonPyg2
-732703	1	mPonPyg2
-732680	1	mPonPyg2
-732446	2	mPonPyg2
-732334	1	mPonPyg2
-732031	1	mPonPyg2
-732021	1	mPonPyg2
-731934	1	mPonPyg2
-731735	1	mPonPyg2
-731579	1	mPonPyg2
-731534	1	mPonPyg2
-731263	1	mPonPyg2
-730985	1	mPonPyg2
-730275	1	mPonPyg2
-730227	1	mPonPyg2
-729958	1	mPonPyg2
-729894	1	mPonPyg2
-729552	1	mPonPyg2
-729489	1	mPonPyg2
-729323	1	mPonPyg2
-729261	1	mPonPyg2
-729225	1	mPonPyg2
-728899	1	mPonPyg2
-728450	1	mPonPyg2
-727823	1	mPonPyg2
-727663	1	mPonPyg2
-727350	1	mPonPyg2
-727275	1	mPonPyg2
-726746	1	mPonPyg2
-726236	1	mPonPyg2
-726067	1	mPonPyg2
-725810	1	mPonPyg2
-725466	1	mPonPyg2
-725300	1	mPonPyg2
-725119	1	mPonPyg2
-724870	1	mPonPyg2
-724854	1	mPonPyg2
-724526	1	mPonPyg2
-724521	1	mPonPyg2
-724105	1	mPonPyg2
-724092	1	mPonPyg2
-723968	1	mPonPyg2
-723926	1	mPonPyg2
-723712	1	mPonPyg2
-723511	1	mPonPyg2
-723318	1	mPonPyg2
-723282	1	mPonPyg2
-723257	1	mPonPyg2
-723108	1	mPonPyg2
-722902	1	mPonPyg2
-722806	1	mPonPyg2
-722706	1	mPonPyg2
-722631	1	mPonPyg2
-722594	1	mPonPyg2
-722448	1	mPonPyg2
-722441	1	mPonPyg2
-722386	1	mPonPyg2
-722365	1	mPonPyg2
-722338	1	mPonPyg2
-722246	1	mPonPyg2
-722226	1	mPonPyg2
-722225	1	mPonPyg2
-722095	1	mPonPyg2
-722084	1	mPonPyg2
-721988	1	mPonPyg2
-721968	1	mPonPyg2
-721962	1	mPonPyg2
-721934	1	mPonPyg2
-721924	1	mPonPyg2
-721901	1	mPonPyg2
-721824	1	mPonPyg2
-721613	1	mPonPyg2
-720932	1	mPonPyg2
-720918	1	mPonPyg2
