dataset	target	method	mc	distance	records	tpa_bytes	idx_bytes
hprcv2-25k	HG02984_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3217289	346170310	13564573
hprcv2-25k	HG02984_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2773188	290821570	11270711
hprcv2-25k	HG03017_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2487327	286028627	10079528
hprcv2-25k	HG03017_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2809704	317159915	11643503
hprcv2-25k	HG03041_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3200420	349782883	13520341
hprcv2-25k	HG03041_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2594494	287208570	10530587
hprcv2-25k	HG03050_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3003502	339319407	12625127
hprcv2-25k	HG03050_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3341051	350374871	14108384
hprcv2-25k	HG03098_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2771367	302279390	11377490
hprcv2-25k	HG03098_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3366800	360959726	14304677
hprcv2-25k	HG03130_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2239530	237234901	8935391
hprcv2-25k	HG03130_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2553015	278972062	10276385
hprcv2-25k	HG03139_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2414531	250996578	9636087
hprcv2-25k	HG03139_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3943508	430982170	17242079
hprcv2-25k	HG03195_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2576670	282702865	10404235
hprcv2-25k	HG03195_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2629273	288764369	10674816
hprcv2-25k	HG03209_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3738796	393151539	16130914
hprcv2-25k	HG03209_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2249715	243203906	8974842
hprcv2-25k	HG03225_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2679348	280260254	10805076
hprcv2-25k	HG03225_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3032625	331997335	12683296
hprcv2-25k	HG03239_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2755042	297890652	11265544
hprcv2-25k	HG03239_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2939358	334314535	12316443
hprcv2-25k	HG03270_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3409419	390761414	14689338
hprcv2-25k	HG03270_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2882366	323297943	11986504
hprcv2-25k	HG03369_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3255142	362837719	13859029
hprcv2-25k	HG03369_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2573675	262044534	10271126
hprcv2-25k	HG03453_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2474264	270131265	9887258
hprcv2-25k	HG03453_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2293661	244633967	9153342
hprcv2-25k	HG03470_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3139093	343572796	13227169
hprcv2-25k	HG03470_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3099943	337311969	13002435
hprcv2-25k	HG03471_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1961428	211251753	7825720
hprcv2-25k	HG03471_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2476562	270249119	9901198
hprcv2-25k	HG03486_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2732500	296486386	11167048
hprcv2-25k	HG03486_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2786501	312062382	11506716
hprcv2-25k	HG03516_mat_hprc_r2_v1.1.0.merged	fastga-no-diff	100	edit	3395070	368821777	14479158
hprcv2-25k	HG03516_pat_hprc_r2_v1.1.0.merged	fastga-no-diff	100	edit	2403877	264269515	9591338
hprcv2-25k	HG03521_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2798333	296051190	11427068
hprcv2-25k	HG03521_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2818091	317028961	11670515
hprcv2-25k	HG03540_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2643122	298150751	10806164
hprcv2-25k	HG03540_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2929842	327872332	12227676
hprcv2-25k	HG03579_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2320188	249512452	9259814
hprcv2-25k	HG03579_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2355366	244785258	9398289
hprcv2-25k	HG03583_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2596613	280277536	10468444
hprcv2-25k	HG03583_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2300127	248461395	9176379
hprcv2-25k	HG03654_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2467959	276734185	9918611
hprcv2-25k	HG03654_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2836729	302499552	11639040
hprcv2-25k	HG03669_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2971584	339382544	12492458
hprcv2-25k	HG03669_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3054180	349121183	12914832
hprcv2-25k	HG03688_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2816443	317965043	11701845
hprcv2-25k	HG03688_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2364102	259140141	9434339
hprcv2-25k	HG03704_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2950055	345850585	12432793
hprcv2-25k	HG03704_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3406350	387296169	14631987
hprcv2-25k	HG03710_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2791065	325185910	11645114
hprcv2-25k	HG03710_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3026973	326024910	12611874
hprcv2-25k	HG03742_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2489288	275621833	10009229
hprcv2-25k	HG03742_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2375848	277177552	9564039
hprcv2-25k	HG03784_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2617834	303842929	10758798
hprcv2-25k	HG03784_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2625003	295780475	10709120
hprcv2-25k	HG03804_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2713978	317927794	11254795
hprcv2-25k	HG03804_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2479970	281377323	10022816
hprcv2-25k	HG03816_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3101300	346579480	13088851
hprcv2-25k	HG03816_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3149260	369941748	13446061
hprcv2-25k	HG03831_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2235546	259906258	8919720
hprcv2-25k	HG03831_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2082868	243616471	8309451
hprcv2-25k	HG03834_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2589770	293881813	10558955
hprcv2-25k	HG03834_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2733946	315043586	11325998
hprcv2-25k	HG03874_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2361395	273657742	9465796
hprcv2-25k	HG03874_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2678359	309146228	11063916
hprcv2-25k	HG03927_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2349339	268396095	9377724
hprcv2-25k	HG03927_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3138569	362155654	13349993
hprcv2-25k	HG03942_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2579146	301263013	10585413
hprcv2-25k	HG03942_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2698734	297592020	11021456
hprcv2-25k	HG04115_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2615578	310922076	10798423
hprcv2-25k	HG04115_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2756823	308252126	11349850
hprcv2-25k	HG04157_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3036689	342506564	12781864
hprcv2-25k	HG04157_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2632622	296235825	10743690
hprcv2-25k	HG04160_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3119557	347993763	13154409
hprcv2-25k	HG04160_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2579063	286148266	10445147
hprcv2-25k	HG04184_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2767033	316036986	11472074
hprcv2-25k	HG04184_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2655705	307266942	10927129
hprcv2-25k	HG04187_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2645062	283097133	10682077
hprcv2-25k	HG04187_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2828764	305483921	11630756
hprcv2-25k	HG04199_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2303057	260082580	9189588
hprcv2-25k	HG04199_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2180305	237504833	8696174
hprcv2-25k	HG04204_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2620519	295783654	10695856
hprcv2-25k	HG04204_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3110631	347423473	13127099
hprcv2-25k	HG04228_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1914120	221113219	7634680
hprcv2-25k	HG04228_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2735291	295669835	11156634
hprcv2-25k	HG06807_mat_v1.0.genbank.merged	fastga-no-diff	100	edit	2634801	281049861	10638321
hprcv2-25k	HG06807_pat_v1.0.genbank.merged	fastga-no-diff	100	edit	2935706	323475869	12225409
hprcv2-25k	NA18505_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2734340	309100479	11262548
hprcv2-25k	NA18505_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3539244	399734874	15305878
hprcv2-25k	NA18508_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2314519	249283442	9232848
hprcv2-25k	NA18508_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3295821	353157707	13945984
hprcv2-25k	NA18522_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2798618	296744967	11433776
hprcv2-25k	NA18522_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2947550	316241604	12197029
hprcv2-25k	NA18565_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2333049	259943696	9309251
hprcv2-25k	NA18565_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2845497	327719446	11884422
hprcv2-25k	NA18570_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2888757	335970276	12125570
hprcv2-25k	NA18570_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2467085	289701255	10028914
hprcv2-25k	NA18608_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2652125	296803854	10838405
hprcv2-25k	NA18608_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2930108	322177037	12196609
hprcv2-25k	NA18620_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2959861	326772627	12337587
hprcv2-25k	NA18620_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2435995	267456745	9722694
hprcv2-25k	NA18747_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2840763	318453030	11787335
hprcv2-25k	NA18747_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2513413	293831088	10246703
hprcv2-25k	NA18879_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2644547	283337196	10695360
hprcv2-25k	NA18879_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2723839	296298134	11120935
hprcv2-25k	NA18906_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3155161	344687853	13291776
hprcv2-25k	NA18906_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3536488	365208036	15065587
hprcv2-25k	NA18940_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2754066	300160116	11272014
hprcv2-25k	NA18940_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2950190	329986110	12340382
hprcv2-25k	NA18943_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2993181	339632912	12573403
hprcv2-25k	NA18943_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2275769	262087215	9082697
hprcv2-25k	NA18944_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2334449	269293656	9323005
hprcv2-25k	NA18944_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3184267	364063036	13555875
hprcv2-25k	NA18945_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2687157	294055125	10959061
hprcv2-25k	NA18945_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2464730	288811976	10010206
hprcv2-25k	NA18948_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2691855	294475496	10968433
hprcv2-25k	NA18948_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2657303	312507825	10971602
hprcv2-25k	NA18952_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2465483	266699339	9840254
hprcv2-25k	NA18952_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2722229	305458327	11206819
hprcv2-25k	NA18959_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2460898	273638619	9862891
hprcv2-25k	NA18959_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2129914	249556112	8502000
hprcv2-25k	NA18960_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2959577	342399733	12448836
hprcv2-25k	NA18960_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2874051	327298155	11997093
hprcv2-25k	NA18967_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2240642	258602119	8943088
hprcv2-25k	NA18967_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2589377	292645420	10562102
hprcv2-25k	NA18970_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1827195	208592870	7291345
hprcv2-25k	NA18970_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2617855	302575066	10737585
hprcv2-25k	NA18971_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2374960	266729207	9478497
hprcv2-25k	NA18971_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2802741	324771155	11672989
hprcv2-25k	NA18974_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2938525	341779666	12360851
hprcv2-25k	NA18974_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3331461	391396315	14359284
hprcv2-25k	NA18976_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2971717	324058160	12389632
hprcv2-25k	NA18976_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2810630	332896454	11772401
hprcv2-25k	NA18982_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3073902	346663266	12980128
hprcv2-25k	NA18982_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2352520	268485542	9387034
hprcv2-25k	NA18983_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2291805	256071103	9145456
hprcv2-25k	NA18983_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2495254	297767642	10210681
hprcv2-25k	NA19036_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3295247	358153753	13973780
hprcv2-25k	NA19036_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3049608	327022003	12716592
hprcv2-25k	NA19043_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2494109	265306763	9951102
hprcv2-25k	NA19043_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2838433	309125114	11695821
hprcv2-25k	NA19087_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2416651	282895386	9762845
hprcv2-25k	NA19087_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2405917	274130011	9654295
hprcv2-25k	NA19159_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2655714	298577477	10869705
hprcv2-25k	NA19159_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2979331	314801614	12324898
hprcv2-25k	NA19185_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2352289	254741239	9384046
hprcv2-25k	NA19185_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2856950	318470074	11857654
hprcv2-25k	NA19240_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3099376	334652683	12993594
hprcv2-25k	NA19240_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3190742	349206049	13467055
hprcv2-25k	NA19338_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3285335	377983545	14072590
hprcv2-25k	NA19338_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2282996	252393600	9110847
hprcv2-25k	NA19391_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3058564	332272643	12801006
hprcv2-25k	NA19391_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2735064	302251913	11217376
hprcv2-25k	NA19443_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2991320	311146676	12353282
hprcv2-25k	NA19443_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2982646	308878605	12294606
hprcv2-25k	NA19468_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2712892	291400901	11032356
hprcv2-25k	NA19468_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2456268	265784031	9800646
hprcv2-25k	NA19682_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2460947	270092310	9836214
hprcv2-25k	NA19682_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2685681	304164989	11028912
hprcv2-25k	NA19700_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3005508	323118946	12510760
hprcv2-25k	NA19700_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3336044	348740417	14101478
hprcv2-25k	NA19776_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2654084	316139972	10991762
hprcv2-25k	NA19776_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3143486	357115985	13346555
hprcv2-25k	NA19835_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2758521	296355797	11262535
hprcv2-25k	NA19835_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2841893	308096014	11708547
hprcv2-25k	NA19909_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2304544	256805372	9195579
hprcv2-25k	NA19909_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2696692	299515293	11065024
hprcv2-25k	NA20129_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2809634	319385510	11652520
hprcv2-25k	NA20129_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3364468	367064306	14359538
hprcv2-25k	NA20282_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2907695	326464739	12131572
hprcv2-25k	NA20282_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2471178	273796693	9905831
hprcv2-25k	NA20346_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2895226	306559395	11915738
hprcv2-25k	NA20346_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2399988	277043548	9657318
hprcv2-25k	NA20503_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2751174	315743689	11393853
hprcv2-25k	NA20503_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2904893	325714549	12106734
hprcv2-25k	NA20752_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2787424	301302354	11432436
hprcv2-25k	NA20752_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3256182	369881479	13888843
hprcv2-25k	NA20762_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2720186	295219411	11092553
hprcv2-25k	NA20762_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2544865	292541689	10367043
hprcv2-25k	NA20799_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2626706	290529658	10672602
hprcv2-25k	NA20799_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2732391	306085121	11242521
hprcv2-25k	NA20805_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2358580	262207227	9415982
hprcv2-25k	NA20805_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3267644	374385248	13955079
hprcv2-25k	NA20806_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3182810	335040355	13342476
hprcv2-25k	NA20806_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2134880	249364476	8518804
hprcv2-25k	NA20809_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2604979	287577842	10577952
hprcv2-25k	NA20809_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2719873	289933879	11050214
hprcv2-25k	NA20827_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2832061	310810843	11686846
hprcv2-25k	NA20827_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2701221	299147535	11060633
hprcv2-25k	NA20850_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2375195	258930804	9481202
hprcv2-25k	NA20850_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2360728	270680432	9439148
hprcv2-25k	NA20870_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2825267	322251308	11765611
hprcv2-25k	NA20870_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2676098	304886901	11002813
hprcv2-25k	NA20905_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2487561	278580137	10017963
hprcv2-25k	NA20905_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3805896	416884961	16557776
hprcv2-25k	NA21093_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3209249	355106482	13569186
hprcv2-25k	NA21093_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2941687	324882971	12255465
hprcv2-25k	NA21102_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2583589	297067693	10561217
hprcv2-25k	NA21102_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2792309	320611657	11598704
hprcv2-25k	NA21106_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3502003	394407643	15078212
hprcv2-25k	NA21106_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3315444	367617932	14116898
hprcv2-25k	NA21110_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3020546	333117992	12635337
hprcv2-25k	NA21110_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2480484	289822240	10088878
hprcv2-25k	NA21144_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2913047	336275546	12225162
hprcv2-25k	NA21144_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3137774	357572481	13314440
hprcv2-25k	NA21309_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2466829	266011224	9843264
hprcv2-25k	NA21309_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3029572	331270912	12650713
hprcv2-25k	chm13v2.0_maskedY_rCRS.fa.PanSN.merged	fastga-no-diff	100	edit	23669564	2736965197	116131162
hprcv2-25k	hg002v1.1.mat_MT.PanSN.merged	fastga-no-diff	100	edit	2567573	296519970	10492172
hprcv2-25k	hg002v1.1.pat.PanSN.merged	fastga-no-diff	100	edit	2430850	265323780	9704348
t2t-ape-pangenome	chm13#1.p70.aln	fastga	100	edit	1929351	326113802	8258683
t2t-ape-pangenome	grch38#1.p70.aln	fastga	100	edit	1827795	309959266	7701997
t2t-ape-pangenome	hg002#M.p70.aln	fastga	100	edit	2394835	364992912	10466687
t2t-ape-pangenome	hg002#P.p70.aln	fastga	100	edit	2403338	359557278	10462980
t2t-ape-pangenome	mGorGor1#M.p70.aln	fastga	100	edit	2235547	357740525	9708950
t2t-ape-pangenome	mGorGor1#P.p70.aln	fastga	100	edit	2204706	349743777	9532731
t2t-ape-pangenome	mPanPan1#M.p70.aln	fastga	100	edit	2091019	339764832	8998100
t2t-ape-pangenome	mPanPan1#P.p70.aln	fastga	100	edit	2082447	334089557	8923025
t2t-ape-pangenome	mPanTro3#1.p70.aln	fastga	100	edit	2072696	338851012	8913482
t2t-ape-pangenome	mPanTro3#2.p70.aln	fastga	100	edit	2062992	333954472	8843353
t2t-ape-pangenome	mPonAbe1#1.p70.aln	fastga	100	edit	2523456	369137734	10821136
t2t-ape-pangenome	mPonAbe1#2.p70.aln	fastga	100	edit	2465111	360852233	10549248
t2t-ape-pangenome	mPonPyg2#1.p70.aln	fastga	100	edit	2525859	369570031	10817642
t2t-ape-pangenome	mPonPyg2#2.p70.aln	fastga	100	edit	2464768	360830519	10528953
t2t-ape-pangenome	mSymSyn1#1.p70.aln	fastga	100	edit	4364772	438868309	19077675
t2t-ape-pangenome	mSymSyn1#2.p70.aln	fastga	100	edit	4273049	429367043	18615837
t2t-ape-pangenome	chm13#1.p70.aln	fastga-no-diff	100	edit	1929351	153283177	7709045
t2t-ape-pangenome	grch38#1.p70.aln	fastga-no-diff	100	edit	1827795	145888086	7302119
t2t-ape-pangenome	hg002#M.p70.aln	fastga-no-diff	100	edit	2394835	175070190	9561409
t2t-ape-pangenome	hg002#P.p70.aln	fastga-no-diff	100	edit	2403338	173059136	9591145
t2t-ape-pangenome	mGorGor1#M.p70.aln	fastga-no-diff	100	edit	2235547	170575966	8919534
