score_per_base	frequency	target
-0.47156	2	mPonAbe1
-0.47155	1	mPonAbe1
-0.47154	2	mPonAbe1
-0.47153	1	mPonAbe1
-0.47151	1	mPonAbe1
-0.47150	1	mPonAbe1
-0.47148	1	mPonAbe1
-0.47147	3	mPonAbe1
-0.47146	1	mPonAbe1
-0.47144	1	mPonAbe1
-0.47142	1	mPonAbe1
-0.47141	1	mPonAbe1
-0.47140	2	mPonAbe1
-0.47136	1	mPonAbe1
-0.47133	1	mPonAbe1
-0.47132	2	mPonAbe1
-0.47129	2	mPonAbe1
-0.47128	1	mPonAbe1
-0.47126	1	mPonAbe1
-0.47118	1	mPonAbe1
-0.47116	2	mPonAbe1
-0.47113	1	mPonAbe1
-0.47112	2	mPonAbe1
-0.47111	1	mPonAbe1
-0.47107	2	mPonAbe1
-0.47104	1	mPonAbe1
-0.47102	1	mPonAbe1
-0.47101	1	mPonAbe1
-0.47099	2	mPonAbe1
-0.47098	1	mPonAbe1
-0.47097	1	mPonAbe1
-0.47096	1	mPonAbe1
-0.47095	1	mPonAbe1
-0.47094	3	mPonAbe1
-0.47092	1	mPonAbe1
-0.47089	1	mPonAbe1
-0.47088	1	mPonAbe1
-0.47081	2	mPonAbe1
-0.47080	2	mPonAbe1
-0.47078	1	mPonAbe1
-0.47077	1	mPonAbe1
-0.47075	1	mPonAbe1
-0.47068	2	mPonAbe1
-0.47064	2	mPonAbe1
-0.47063	1	mPonAbe1
-0.47062	1	mPonAbe1
-0.47061	1	mPonAbe1
-0.47060	1	mPonAbe1
-0.47057	2	mPonAbe1
-0.47055	1	mPonAbe1
-0.47053	1	mPonAbe1
-0.47051	1	mPonAbe1
-0.47050	2	mPonAbe1
-0.47047	2	mPonAbe1
-0.47044	1	mPonAbe1
-0.47040	1	mPonAbe1
-0.47038	2	mPonAbe1
-0.47037	1	mPonAbe1
-0.47034	1	mPonAbe1
-0.47033	3	mPonAbe1
-0.47025	2	mPonAbe1
-0.47023	1	mPonAbe1
-0.47022	1	mPonAbe1
-0.47021	1	mPonAbe1
-0.47017	1	mPonAbe1
-0.47016	1	mPonAbe1
-0.47015	4	mPonAbe1
-0.47013	1	mPonAbe1
-0.47012	1	mPonAbe1
-0.47011	1	mPonAbe1
-0.47010	1	mPonAbe1
-0.47003	1	mPonAbe1
-0.47000	1	mPonAbe1
-0.46999	1	mPonAbe1
-0.46998	1	mPonAbe1
-0.46996	1	mPonAbe1
-0.46994	2	mPonAbe1
-0.46993	2	mPonAbe1
-0.46990	1	mPonAbe1
-0.46987	1	mPonAbe1
-0.46981	2	mPonAbe1
-0.46978	3	mPonAbe1
-0.46969	1	mPonAbe1
-0.46965	1	mPonAbe1
-0.46962	1	mPonAbe1
-0.46961	1	mPonAbe1
-0.46956	3	mPonAbe1
-0.46955	1	mPonAbe1
-0.46954	1	mPonAbe1
-0.46952	2	mPonAbe1
-0.46950	1	mPonAbe1
-0.46948	1	mPonAbe1
-0.46943	2	mPonAbe1
-0.46942	1	mPonAbe1
-0.46941	2	mPonAbe1
-0.46937	3	mPonAbe1
-0.46936	1	mPonAbe1
-0.46935	1	mPonAbe1
-0.46934	1	mPonAbe1
-0.46933	1	mPonAbe1
-0.46930	1	mPonAbe1
-0.46925	2	mPonAbe1
-0.46924	1	mPonAbe1
-0.46920	1	mPonAbe1
-0.46919	1	mPonAbe1
-0.46917	2	mPonAbe1
-0.46912	2	mPonAbe1
-0.46910	2	mPonAbe1
-0.46909	1	mPonAbe1
-0.46908	1	mPonAbe1
-0.46907	3	mPonAbe1
-0.46905	2	mPonAbe1
-0.46899	1	mPonAbe1
-0.46897	2	mPonAbe1
-0.46894	1	mPonAbe1
-0.46892	1	mPonAbe1
-0.46891	1	mPonAbe1
-0.46890	1	mPonAbe1
-0.46889	1	mPonAbe1
-0.46888	1	mPonAbe1
-0.46887	1	mPonAbe1
-0.46886	1	mPonAbe1
-0.46884	2	mPonAbe1
-0.46882	1	mPonAbe1
-0.46881	1	mPonAbe1
-0.46880	1	mPonAbe1
-0.46878	1	mPonAbe1
-0.46876	1	mPonAbe1
-0.46873	4	mPonAbe1
-0.46872	1	mPonAbe1
-0.46869	1	mPonAbe1
-0.46868	1	mPonAbe1
-0.46867	1	mPonAbe1
-0.46866	1	mPonAbe1
-0.46862	1	mPonAbe1
-0.46861	1	mPonAbe1
-0.46860	3	mPonAbe1
-0.46859	1	mPonAbe1
-0.46852	1	mPonAbe1
-0.46849	1	mPonAbe1
-0.46844	1	mPonAbe1
-0.46843	1	mPonAbe1
-0.46842	5	mPonAbe1
-0.46841	2	mPonAbe1
-0.46837	1	mPonAbe1
-0.46835	1	mPonAbe1
-0.46833	1	mPonAbe1
-0.46831	2	mPonAbe1
-0.46829	1	mPonAbe1
-0.46826	3	mPonAbe1
-0.46824	1	mPonAbe1
-0.46823	1	mPonAbe1
-0.46820	2	mPonAbe1
-0.46819	2	mPonAbe1
-0.46816	1	mPonAbe1
-0.46815	2	mPonAbe1
-0.46814	2	mPonAbe1
-0.46812	1	mPonAbe1
-0.46811	1	mPonAbe1
-0.46809	1	mPonAbe1
-0.46803	1	mPonAbe1
-0.46802	2	mPonAbe1
-0.46800	1	mPonAbe1
-0.46793	1	mPonAbe1
-0.46791	1	mPonAbe1
-0.46789	2	mPonAbe1
-0.46787	1	mPonAbe1
-0.46783	1	mPonAbe1
-0.46782	1	mPonAbe1
-0.46776	1	mPonAbe1
-0.46774	2	mPonAbe1
-0.46769	1	mPonAbe1
-0.46768	1	mPonAbe1
-0.46766	4	mPonAbe1
-0.46765	1	mPonAbe1
-0.46761	1	mPonAbe1
-0.46759	1	mPonAbe1
-0.46757	1	mPonAbe1
-0.46756	2	mPonAbe1
-0.46748	1	mPonAbe1
-0.46746	1	mPonAbe1
-0.46745	1	mPonAbe1
-0.46742	2	mPonAbe1
-0.46737	1	mPonAbe1
-0.46734	2	mPonAbe1
-0.46733	1	mPonAbe1
-0.46732	2	mPonAbe1
-0.46731	2	mPonAbe1
-0.46726	3	mPonAbe1
-0.46724	2	mPonAbe1
-0.46723	1	mPonAbe1
-0.46719	2	mPonAbe1
-0.46718	3	mPonAbe1
-0.46717	3	mPonAbe1
-0.46716	2	mPonAbe1
-0.46712	3	mPonAbe1
-0.46710	2	mPonAbe1
-0.46709	1	mPonAbe1
-0.46708	1	mPonAbe1
-0.46704	2	mPonAbe1
-0.46703	1	mPonAbe1
-0.46702	2	mPonAbe1
-0.46698	1	mPonAbe1
-0.46697	2	mPonAbe1
-0.46694	3	mPonAbe1
-0.46693	1	mPonAbe1
-0.46692	1	mPonAbe1
-0.46691	1	mPonAbe1
-0.46690	1	mPonAbe1
-0.46687	1	mPonAbe1
-0.46685	3	mPonAbe1
-0.46679	1	mPonAbe1
-0.46676	1	mPonAbe1
-0.46674	2	mPonAbe1
-0.46670	1	mPonAbe1
-0.46666	2	mPonAbe1
-0.46665	1	mPonAbe1
-0.46664	1	mPonAbe1
-0.46662	1	mPonAbe1
-0.46659	2	mPonAbe1
-0.46658	3	mPonAbe1
-0.46657	1	mPonAbe1
-0.46656	2	mPonAbe1
-0.46654	1	mPonAbe1
-0.46650	1	mPonAbe1
-0.46648	1	mPonAbe1
-0.46645	1	mPonAbe1
-0.46644	1	mPonAbe1
-0.46642	1	mPonAbe1
-0.46641	1	mPonAbe1
-0.46639	1	mPonAbe1
-0.46638	1	mPonAbe1
-0.46637	2	mPonAbe1
-0.46633	2	mPonAbe1
-0.46632	1	mPonAbe1
-0.46631	2	mPonAbe1
-0.46630	1	mPonAbe1
-0.46628	1	mPonAbe1
-0.46626	1	mPonAbe1
-0.46625	1	mPonAbe1
-0.46623	1	mPonAbe1
-0.46620	1	mPonAbe1
-0.46616	1	mPonAbe1
-0.46614	2	mPonAbe1
-0.46613	2	mPonAbe1
-0.46612	1	mPonAbe1
-0.46609	1	mPonAbe1
-0.46608	2	mPonAbe1
-0.46607	1	mPonAbe1
-0.46606	1	mPonAbe1
-0.46604	1	mPonAbe1
-0.46602	1	mPonAbe1
-0.46600	1	mPonAbe1
-0.46599	1	mPonAbe1
-0.46596	3	mPonAbe1
-0.46592	1	mPonAbe1
-0.46588	1	mPonAbe1
-0.46583	1	mPonAbe1
-0.46579	2	mPonAbe1
-0.46578	1	mPonAbe1
-0.46572	1	mPonAbe1
-0.46571	1	mPonAbe1
-0.46568	1	mPonAbe1
-0.46567	1	mPonAbe1
-0.46566	2	mPonAbe1
-0.46565	2	mPonAbe1
-0.46564	1	mPonAbe1
-0.46561	1	mPonAbe1
-0.46555	3	mPonAbe1
-0.46553	1	mPonAbe1
-0.46548	2	mPonAbe1
-0.46546	3	mPonAbe1
-0.46544	1	mPonAbe1
-0.46541	1	mPonAbe1
-0.46539	1	mPonAbe1
-0.46534	1	mPonAbe1
-0.46532	1	mPonAbe1
-0.46531	1	mPonAbe1
-0.46530	2	mPonAbe1
-0.46527	2	mPonAbe1
-0.46526	1	mPonAbe1
-0.46524	1	mPonAbe1
-0.46520	1	mPonAbe1
-0.46517	1	mPonAbe1
-0.46516	1	mPonAbe1
-0.46515	1	mPonAbe1
-0.46513	1	mPonAbe1
-0.46511	1	mPonAbe1
-0.46505	1	mPonAbe1
-0.46501	1	mPonAbe1
-0.46494	1	mPonAbe1
-0.46489	1	mPonAbe1
-0.46488	2	mPonAbe1
-0.46483	1	mPonAbe1
-0.46482	2	mPonAbe1
-0.46481	1	mPonAbe1
-0.46480	3	mPonAbe1
-0.46478	1	mPonAbe1
-0.46477	2	mPonAbe1
-0.46474	1	mPonAbe1
-0.46473	1	mPonAbe1
-0.46462	1	mPonAbe1
-0.46461	2	mPonAbe1
-0.46460	1	mPonAbe1
-0.46458	3	mPonAbe1
-0.46456	1	mPonAbe1
-0.46455	1	mPonAbe1
-0.46454	1	mPonAbe1
-0.46452	1	mPonAbe1
-0.46451	1	mPonAbe1
-0.46450	1	mPonAbe1
-0.46447	1	mPonAbe1
-0.46446	1	mPonAbe1
-0.46445	2	mPonAbe1
-0.46444	1	mPonAbe1
-0.46442	1	mPonAbe1
-0.46437	1	mPonAbe1
-0.46435	1	mPonAbe1
-0.46434	2	mPonAbe1
-0.46433	1	mPonAbe1
-0.46428	1	mPonAbe1
-0.46426	2	mPonAbe1
-0.46425	1	mPonAbe1
-0.46424	1	mPonAbe1
-0.46414	1	mPonAbe1
-0.46413	1	mPonAbe1
-0.46412	2	mPonAbe1
-0.46409	1	mPonAbe1
-0.46408	1	mPonAbe1
-0.46407	2	mPonAbe1
-0.46406	1	mPonAbe1
-0.46405	1	mPonAbe1
-0.46402	2	mPonAbe1
-0.46401	1	mPonAbe1
-0.46399	1	mPonAbe1
-0.46397	1	mPonAbe1
-0.46392	1	mPonAbe1
-0.46391	1	mPonAbe1
-0.46390	1	mPonAbe1
-0.46385	2	mPonAbe1
-0.46382	1	mPonAbe1
-0.46381	2	mPonAbe1
-0.46380	1	mPonAbe1
-0.46379	1	mPonAbe1
-0.46374	1	mPonAbe1
-0.46371	1	mPonAbe1
-0.46370	2	mPonAbe1
-0.46368	1	mPonAbe1
-0.46367	1	mPonAbe1
-0.46364	2	mPonAbe1
-0.46362	1	mPonAbe1
-0.46361	1	mPonAbe1
-0.46357	2	mPonAbe1
-0.46356	2	mPonAbe1
-0.46354	1	mPonAbe1
-0.46353	2	mPonAbe1
-0.46349	1	mPonAbe1
-0.46348	1	mPonAbe1
-0.46347	1	mPonAbe1
-0.46345	1	mPonAbe1
-0.46343	1	mPonAbe1
-0.46342	4	mPonAbe1
-0.46335	1	mPonAbe1
-0.46333	1	mPonAbe1
-0.46332	1	mPonAbe1
-0.46331	1	mPonAbe1
-0.46329	1	mPonAbe1
-0.46325	1	mPonAbe1
-0.46324	1	mPonAbe1
-0.46320	1	mPonAbe1
-0.46311	1	mPonAbe1
-0.46310	1	mPonAbe1
-0.46308	1	mPonAbe1
-0.46307	1	mPonAbe1
-0.46306	1	mPonAbe1
-0.46305	1	mPonAbe1
-0.46297	1	mPonAbe1
-0.46295	2	mPonAbe1
-0.46293	1	mPonAbe1
-0.46291	1	mPonAbe1
-0.46289	1	mPonAbe1
-0.46287	2	mPonAbe1
-0.46286	1	mPonAbe1
-0.46285	2	mPonAbe1
-0.46284	1	mPonAbe1
-0.46282	1	mPonAbe1
-0.46280	1	mPonAbe1
-0.46277	1	mPonAbe1
-0.46275	4	mPonAbe1
-0.46274	1	mPonAbe1
-0.46270	1	mPonAbe1
-0.46269	1	mPonAbe1
-0.46266	2	mPonAbe1
-0.46264	1	mPonAbe1
-0.46263	1	mPonAbe1
-0.46262	1	mPonAbe1
-0.46261	2	mPonAbe1
-0.46260	1	mPonAbe1
-0.46259	1	mPonAbe1
-0.46258	1	mPonAbe1
-0.46256	1	mPonAbe1
-0.46254	1	mPonAbe1
-0.46253	1	mPonAbe1
-0.46252	2	mPonAbe1
-0.46251	1	mPonAbe1
-0.46248	1	mPonAbe1
-0.46244	1	mPonAbe1
-0.46243	1	mPonAbe1
-0.46240	1	mPonAbe1
-0.46238	1	mPonAbe1
-0.46237	1	mPonAbe1
-0.46234	1	mPonAbe1
-0.46233	3	mPonAbe1
-0.46231	1	mPonAbe1
-0.46230	1	mPonAbe1
-0.46226	1	mPonAbe1
-0.46224	1	mPonAbe1
-0.46223	2	mPonAbe1
-0.46219	1	mPonAbe1
-0.46217	1	mPonAbe1
-0.46215	1	mPonAbe1
-0.46210	1	mPonAbe1
-0.46209	1	mPonAbe1
-0.46204	1	mPonAbe1
-0.46200	1	mPonAbe1
-0.46198	3	mPonAbe1
-0.46196	2	mPonAbe1
-0.46195	1	mPonAbe1
-0.46194	3	mPonAbe1
-0.46193	2	mPonAbe1
-0.46186	1	mPonAbe1
-0.46181	1	mPonAbe1
-0.46180	1	mPonAbe1
-0.46179	1	mPonAbe1
-0.46178	1	mPonAbe1
-0.46175	1	mPonAbe1
-0.46173	1	mPonAbe1
-0.46170	1	mPonAbe1
-0.46169	1	mPonAbe1
-0.46167	1	mPonAbe1
-0.46165	1	mPonAbe1
-0.46161	2	mPonAbe1
-0.46160	1	mPonAbe1
-0.46159	2	mPonAbe1
-0.46158	4	mPonAbe1
-0.46156	2	mPonAbe1
-0.46151	1	mPonAbe1
-0.46149	4	mPonAbe1
-0.46147	1	mPonAbe1
-0.46146	1	mPonAbe1
-0.46145	1	mPonAbe1
-0.46144	3	mPonAbe1
-0.46143	1	mPonAbe1
-0.46139	1	mPonAbe1
-0.46136	1	mPonAbe1
-0.46135	1	mPonAbe1
-0.46133	1	mPonAbe1
-0.46131	1	mPonAbe1
-0.46126	2	mPonAbe1
-0.46122	1	mPonAbe1
-0.46121	1	mPonAbe1
-0.46118	1	mPonAbe1
-0.46117	1	mPonAbe1
-0.46112	2	mPonAbe1
-0.46110	1	mPonAbe1
-0.46108	3	mPonAbe1
-0.46106	1	mPonAbe1
-0.46105	2	mPonAbe1
-0.46104	1	mPonAbe1
-0.46102	1	mPonAbe1
-0.46098	1	mPonAbe1
-0.46092	1	mPonAbe1
-0.46091	1	mPonAbe1
-0.46090	1	mPonAbe1
-0.46089	2	mPonAbe1
-0.46088	2	mPonAbe1
-0.46087	1	mPonAbe1
-0.46086	1	mPonAbe1
-0.46084	3	mPonAbe1
-0.46081	1	mPonAbe1
-0.46080	1	mPonAbe1
-0.46079	3	mPonAbe1
-0.46078	1	mPonAbe1
-0.46073	1	mPonAbe1
-0.46072	1	mPonAbe1
-0.46070	1	mPonAbe1
-0.46067	1	mPonAbe1
-0.46066	1	mPonAbe1
-0.46063	1	mPonAbe1
-0.46060	1	mPonAbe1
-0.46059	1	mPonAbe1
-0.46057	1	mPonAbe1
-0.46056	1	mPonAbe1
-0.46055	3	mPonAbe1
-0.46053	1	mPonAbe1
-0.46052	1	mPonAbe1
-0.46046	1	mPonAbe1
-0.46045	1	mPonAbe1
-0.46044	2	mPonAbe1
-0.46043	1	mPonAbe1
-0.46039	2	mPonAbe1
-0.46037	1	mPonAbe1
-0.46036	2	mPonAbe1
-0.46033	1	mPonAbe1
-0.46029	1	mPonAbe1
-0.46028	1	mPonAbe1
-0.46026	1	mPonAbe1
-0.46024	1	mPonAbe1
-0.46023	1	mPonAbe1
-0.46021	1	mPonAbe1
-0.46020	2	mPonAbe1
-0.46018	2	mPonAbe1
-0.46015	2	mPonAbe1
-0.46013	2	mPonAbe1
-0.46012	1	mPonAbe1
-0.46011	4	mPonAbe1
-0.46010	4	mPonAbe1
-0.46009	1	mPonAbe1
-0.46005	1	mPonAbe1
-0.46003	2	mPonAbe1
-0.46001	1	mPonAbe1
-0.46000	1	mPonAbe1
-0.45996	1	mPonAbe1
-0.45994	1	mPonAbe1
-0.45993	2	mPonAbe1
-0.45992	3	mPonAbe1
-0.45989	2	mPonAbe1
-0.45986	1	mPonAbe1
-0.45984	1	mPonAbe1
-0.45983	1	mPonAbe1
-0.45982	1	mPonAbe1
-0.45980	1	mPonAbe1
-0.45979	2	mPonAbe1
-0.45978	1	mPonAbe1
-0.45975	1	mPonAbe1
-0.45973	3	mPonAbe1
-0.45969	1	mPonAbe1
-0.45968	2	mPonAbe1
-0.45966	1	mPonAbe1
-0.45965	2	mPonAbe1
-0.45963	1	mPonAbe1
-0.45962	1	mPonAbe1
-0.45961	1	mPonAbe1
-0.45958	1	mPonAbe1
-0.45957	2	mPonAbe1
-0.45956	2	mPonAbe1
-0.45954	2	mPonAbe1
-0.45945	1	mPonAbe1
-0.45944	1	mPonAbe1
-0.45943	1	mPonAbe1
-0.45942	1	mPonAbe1
-0.45940	1	mPonAbe1
-0.45939	2	mPonAbe1
-0.45936	1	mPonAbe1
-0.45934	1	mPonAbe1
-0.45932	1	mPonAbe1
-0.45931	1	mPonAbe1
-0.45928	1	mPonAbe1
-0.45924	1	mPonAbe1
-0.45923	2	mPonAbe1
-0.45922	1	mPonAbe1
-0.45920	1	mPonAbe1
-0.45915	1	mPonAbe1
-0.45914	1	mPonAbe1
-0.45913	1	mPonAbe1
-0.45911	1	mPonAbe1
-0.45910	1	mPonAbe1
-0.45909	1	mPonAbe1
-0.45908	1	mPonAbe1
-0.45906	1	mPonAbe1
-0.45905	1	mPonAbe1
-0.45904	2	mPonAbe1
-0.45902	1	mPonAbe1
-0.45901	2	mPonAbe1
-0.45899	2	mPonAbe1
-0.45898	2	mPonAbe1
-0.45895	2	mPonAbe1
-0.45894	1	mPonAbe1
-0.45892	1	mPonAbe1
-0.45890	1	mPonAbe1
-0.45889	1	mPonAbe1
-0.45888	1	mPonAbe1
-0.45887	1	mPonAbe1
-0.45886	2	mPonAbe1
-0.45885	1	mPonAbe1
-0.45880	1	mPonAbe1
-0.45879	3	mPonAbe1
-0.45877	2	mPonAbe1
-0.45876	1	mPonAbe1
-0.45875	1	mPonAbe1
-0.45873	1	mPonAbe1
-0.45872	1	mPonAbe1
-0.45871	3	mPonAbe1
-0.45868	1	mPonAbe1
-0.45867	1	mPonAbe1
-0.45863	3	mPonAbe1
-0.45862	1	mPonAbe1
-0.45861	1	mPonAbe1
-0.45860	1	mPonAbe1
-0.45859	2	mPonAbe1
-0.45858	1	mPonAbe1
-0.45855	2	mPonAbe1
-0.45853	1	mPonAbe1
-0.45852	2	mPonAbe1
-0.45850	1	mPonAbe1
-0.45848	1	mPonAbe1
-0.45847	1	mPonAbe1
-0.45846	2	mPonAbe1
-0.45844	1	mPonAbe1
-0.45837	1	mPonAbe1
-0.45835	1	mPonAbe1
-0.45834	2	mPonAbe1
-0.45833	2	mPonAbe1
-0.45829	2	mPonAbe1
-0.45826	1	mPonAbe1
-0.45825	1	mPonAbe1
-0.45822	1	mPonAbe1
-0.45821	1	mPonAbe1
-0.45818	2	mPonAbe1
-0.45817	1	mPonAbe1
-0.45815	1	mPonAbe1
-0.45812	1	mPonAbe1
-0.45810	1	mPonAbe1
-0.45808	1	mPonAbe1
-0.45807	1	mPonAbe1
-0.45806	2	mPonAbe1
-0.45805	1	mPonAbe1
-0.45804	1	mPonAbe1
-0.45801	2	mPonAbe1
-0.45800	1	mPonAbe1
-0.45796	1	mPonAbe1
-0.45788	2	mPonAbe1
-0.45786	1	mPonAbe1
-0.45785	1	mPonAbe1
-0.45784	1	mPonAbe1
-0.45783	1	mPonAbe1
-0.45782	2	mPonAbe1
-0.45781	1	mPonAbe1
-0.45780	2	mPonAbe1
-0.45779	2	mPonAbe1
-0.45778	1	mPonAbe1
-0.45777	2	mPonAbe1
-0.45776	3	mPonAbe1
-0.45774	1	mPonAbe1
-0.45770	1	mPonAbe1
-0.45765	1	mPonAbe1
-0.45763	2	mPonAbe1
-0.45759	1	mPonAbe1
-0.45758	1	mPonAbe1
-0.45751	2	mPonAbe1
-0.45748	2	mPonAbe1
-0.45744	3	mPonAbe1
-0.45743	1	mPonAbe1
-0.45741	1	mPonAbe1
-0.45740	2	mPonAbe1
-0.45735	1	mPonAbe1
-0.45733	1	mPonAbe1
-0.45732	1	mPonAbe1
-0.45730	1	mPonAbe1
-0.45728	3	mPonAbe1
-0.45727	1	mPonAbe1
-0.45722	1	mPonAbe1
-0.45721	1	mPonAbe1
-0.45720	1	mPonAbe1
-0.45717	2	mPonAbe1
-0.45715	1	mPonAbe1
-0.45714	2	mPonAbe1
-0.45711	1	mPonAbe1
-0.45710	1	mPonAbe1
-0.45708	1	mPonAbe1
-0.45707	1	mPonAbe1
-0.45706	1	mPonAbe1
-0.45705	2	mPonAbe1
-0.45701	1	mPonAbe1
-0.45699	1	mPonAbe1
-0.45693	1	mPonAbe1
-0.45691	1	mPonAbe1
-0.45687	1	mPonAbe1
-0.45686	1	mPonAbe1
-0.45685	3	mPonAbe1
-0.45683	1	mPonAbe1
-0.45682	1	mPonAbe1
-0.45681	2	mPonAbe1
-0.45680	2	mPonAbe1
-0.45679	1	mPonAbe1
-0.45677	1	mPonAbe1
-0.45676	1	mPonAbe1
-0.45675	1	mPonAbe1
-0.45673	2	mPonAbe1
-0.45672	1	mPonAbe1
-0.45670	1	mPonAbe1
-0.45667	2	mPonAbe1
-0.45665	3	mPonAbe1
-0.45663	1	mPonAbe1
-0.45660	1	mPonAbe1
-0.45658	1	mPonAbe1
-0.45655	1	mPonAbe1
-0.45654	1	mPonAbe1
-0.45652	2	mPonAbe1
-0.45650	2	mPonAbe1
-0.45648	2	mPonAbe1
-0.45646	1	mPonAbe1
-0.45645	2	mPonAbe1
-0.45644	1	mPonAbe1
-0.45642	3	mPonAbe1
-0.45641	1	mPonAbe1
-0.45638	2	mPonAbe1
-0.45637	1	mPonAbe1
-0.45636	1	mPonAbe1
-0.45634	1	mPonAbe1
-0.45632	1	mPonAbe1
-0.45631	3	mPonAbe1
-0.45630	1	mPonAbe1
-0.45629	1	mPonAbe1
-0.45628	1	mPonAbe1
-0.45627	2	mPonAbe1
-0.45626	1	mPonAbe1
-0.45625	2	mPonAbe1
-0.45624	1	mPonAbe1
-0.45620	1	mPonAbe1
-0.45619	1	mPonAbe1
-0.45617	1	mPonAbe1
-0.45616	1	mPonAbe1
-0.45615	1	mPonAbe1
-0.45614	1	mPonAbe1
-0.45613	2	mPonAbe1
-0.45609	1	mPonAbe1
-0.45608	1	mPonAbe1
-0.45607	1	mPonAbe1
-0.45606	1	mPonAbe1
-0.45604	2	mPonAbe1
-0.45603	2	mPonAbe1
-0.45602	2	mPonAbe1
-0.45601	2	mPonAbe1
-0.45600	1	mPonAbe1
-0.45599	1	mPonAbe1
-0.45598	2	mPonAbe1
-0.45597	4	mPonAbe1
-0.45594	1	mPonAbe1
-0.45593	1	mPonAbe1
-0.45592	1	mPonAbe1
-0.45590	1	mPonAbe1
-0.45586	1	mPonAbe1
-0.45585	1	mPonAbe1
-0.45584	1	mPonAbe1
-0.45583	1	mPonAbe1
-0.45582	1	mPonAbe1
-0.45580	1	mPonAbe1
-0.45579	1	mPonAbe1
-0.45578	1	mPonAbe1
-0.45573	1	mPonAbe1
-0.45572	1	mPonAbe1
-0.45569	1	mPonAbe1
-0.45567	3	mPonAbe1
-0.45564	2	mPonAbe1
-0.45563	1	mPonAbe1
-0.45562	1	mPonAbe1
-0.45561	1	mPonAbe1
-0.45560	1	mPonAbe1
-0.45559	1	mPonAbe1
-0.45556	1	mPonAbe1
-0.45554	4	mPonAbe1
-0.45552	1	mPonAbe1
-0.45549	2	mPonAbe1
-0.45548	2	mPonAbe1
-0.45547	2	mPonAbe1
-0.45545	1	mPonAbe1
-0.45544	1	mPonAbe1
-0.45543	2	mPonAbe1
-0.45539	2	mPonAbe1
-0.45537	2	mPonAbe1
-0.45534	2	mPonAbe1
-0.45531	1	mPonAbe1
-0.45530	1	mPonAbe1
-0.45529	1	mPonAbe1
-0.45528	1	mPonAbe1
-0.45525	1	mPonAbe1
-0.45524	1	mPonAbe1
-0.45518	2	mPonAbe1
-0.45516	2	mPonAbe1
-0.45515	1	mPonAbe1
-0.45512	1	mPonAbe1
-0.45511	2	mPonAbe1
-0.45508	1	mPonAbe1
-0.45505	1	mPonAbe1
-0.45503	1	mPonAbe1
-0.45502	1	mPonAbe1
-0.45500	1	mPonAbe1
-0.45499	2	mPonAbe1
-0.45498	1	mPonAbe1
-0.45496	1	mPonAbe1
-0.45493	1	mPonAbe1
-0.45491	3	mPonAbe1
-0.45488	1	mPonAbe1
-0.45485	2	mPonAbe1
-0.45484	2	mPonAbe1
-0.45483	1	mPonAbe1
-0.45482	3	mPonAbe1
-0.45477	2	mPonAbe1
-0.45476	2	mPonAbe1
-0.45474	1	mPonAbe1
-0.45470	1	mPonAbe1
-0.45469	1	mPonAbe1
-0.45467	1	mPonAbe1
-0.45466	1	mPonAbe1
-0.45464	1	mPonAbe1
-0.45463	1	mPonAbe1
-0.45461	2	mPonAbe1
-0.45460	1	mPonAbe1
-0.45459	2	mPonAbe1
-0.45455	1	mPonAbe1
-0.45454	1	mPonAbe1
-0.45452	1	mPonAbe1
-0.45450	1	mPonAbe1
-0.45449	1	mPonAbe1
-0.45448	1	mPonAbe1
-0.45447	1	mPonAbe1
-0.45443	1	mPonAbe1
-0.45434	2	mPonAbe1
-0.45433	1	mPonAbe1
-0.45430	1	mPonAbe1
-0.45427	1	mPonAbe1
-0.45425	2	mPonAbe1
-0.45424	1	mPonAbe1
-0.45423	1	mPonAbe1
-0.45420	1	mPonAbe1
-0.45419	1	mPonAbe1
-0.45418	1	mPonAbe1
-0.45417	3	mPonAbe1
-0.45413	1	mPonAbe1
-0.45412	2	mPonAbe1
-0.45409	1	mPonAbe1
-0.45408	2	mPonAbe1
-0.45403	1	mPonAbe1
-0.45401	2	mPonAbe1
-0.45399	1	mPonAbe1
-0.45398	1	mPonAbe1
-0.45393	1	mPonAbe1
-0.45392	1	mPonAbe1
-0.45391	1	mPonAbe1
-0.45390	4	mPonAbe1
-0.45389	1	mPonAbe1
-0.45386	2	mPonAbe1
-0.45385	1	mPonAbe1
-0.45384	1	mPonAbe1
-0.45381	2	mPonAbe1
-0.45380	1	mPonAbe1
-0.45379	3	mPonAbe1
-0.45376	3	mPonAbe1
-0.45375	2	mPonAbe1
-0.45374	1	mPonAbe1
-0.45373	1	mPonAbe1
-0.45371	1	mPonAbe1
-0.45369	1	mPonAbe1
-0.45367	1	mPonAbe1
-0.45366	1	mPonAbe1
-0.45362	1	mPonAbe1
-0.45361	2	mPonAbe1
-0.45358	1	mPonAbe1
-0.45357	2	mPonAbe1
-0.45351	2	mPonAbe1
-0.45349	1	mPonAbe1
-0.45344	1	mPonAbe1
-0.45343	1	mPonAbe1
-0.45341	2	mPonAbe1
-0.45339	1	mPonAbe1
-0.45338	1	mPonAbe1
-0.45335	1	mPonAbe1
-0.45332	1	mPonAbe1
-0.45331	2	mPonAbe1
-0.45329	1	mPonAbe1
-0.45326	1	mPonAbe1
-0.45325	2	mPonAbe1
-0.45324	1	mPonAbe1
